Age,Species,Water_Temperature,Feeding_Behavior,Coloration,Swimming_Behavior,Disease_Status
2.9,Trout,24.9,Normal,Bright,Normal,Healthy
3.4,Tilapia,31.4,Reduced,Faded,Erratic,Diseased
2.2,Tilapia,22.8,Normal,Bright,Normal,Healthy
2.6,Goldfish,28.1,Reduced,Faded,Erratic,Diseased
3.4,Tilapia,23.8,Normal,Bright,Normal,Healthy
2.7,Salmon,22.8,Normal,Bright,Normal,Healthy
4.2,Salmon,31.8,Reduced,Faded,Erratic,Diseased
1.7,Salmon,29.7,Reduced,Faded,Erratic,Diseased
4.4,Tilapia,29.3,Reduced,Faded,Erratic,Diseased
1.8,Catfish,20.8,Normal,Bright,Normal,Healthy
0.9,Catfish,26.0,Normal,Bright,Normal,Healthy
3.3,Tilapia,21.8,Normal,Bright,Normal,Healthy
2.1,Salmon,29.2,Reduced,Faded,Erratic,Diseased
4.9,Goldfish,31.0,Reduced,Faded,Erratic,Diseased
4.6,Salmon,23.7,Normal,Bright,Normal,Healthy
1.7,Catfish,31.6,Reduced,Faded,Erratic,Diseased
0.8,Salmon,25.1,Normal,Bright,Normal,Healthy
1.5,Salmon,30.0,Reduced,Faded,Erratic,Diseased
1.2,Catfish,29.4,Reduced,Faded,Erratic,Diseased
1.6,Trout,24.0,Normal,Bright,Normal,Healthy
3.4,Salmon,30.8,Reduced,Faded,Erratic,Diseased
4.1,Trout,24.0,Normal,Bright,Normal,Healthy
4.8,Salmon,25.0,Normal,Bright,Normal,Healthy
1.7,Catfish,30.5,Reduced,Faded,Erratic,Diseased
1.8,Trout,32.0,Reduced,Faded,Erratic,Diseased
3.9,Catfish,29.4,Reduced,Faded,Erratic,Diseased
4.4,Goldfish,22.8,Normal,Bright,Normal,Healthy
0.5,Goldfish,24.5,Normal,Bright,Normal,Healthy
4.8,Tilapia,22.4,Normal,Bright,Normal,Healthy
4.7,Trout,30.0,Reduced,Faded,Erratic,Diseased
0.7,Catfish,28.5,Reduced,Faded,Erratic,Diseased
4.5,Salmon,23.0,Normal,Bright,Normal,Healthy
1.0,Catfish,22.3,Normal,Bright,Normal,Healthy
4.8,Catfish,24.3,Normal,Bright,Normal,Healthy
3.7,Salmon,24.1,Normal,Bright,Normal,Healthy
0.9,Trout,21.8,Normal,Bright,Normal,Healthy
4.9,Goldfish,31.1,Reduced,Faded,Erratic,Diseased
1.0,Goldfish,31.4,Reduced,Faded,Erratic,Diseased
3.3,Goldfish,23.6,Normal,Bright,Normal,Healthy
3.1,Salmon,29.8,Reduced,Faded,Erratic,Diseased
4.8,Catfish,20.9,Normal,Bright,Normal,Healthy
1.5,Trout,23.4,Normal,Bright,Normal,Healthy
3.6,Salmon,24.4,Normal,Bright,Normal,Healthy
2.6,Goldfish,28.9,Reduced,Faded,Erratic,Diseased
1.3,Salmon,24.9,Normal,Bright,Normal,Healthy
4.6,Goldfish,25.0,Normal,Bright,Normal,Healthy
1.9,Goldfish,25.5,Normal,Bright,Normal,Healthy
3.1,Tilapia,30.0,Reduced,Faded,Erratic,Diseased
2.9,Trout,28.8,Reduced,Faded,Erratic,Diseased
3.2,Tilapia,29.4,Reduced,Faded,Erratic,Diseased
3.3,Tilapia,31.9,Reduced,Faded,Erratic,Diseased
3.1,Trout,22.7,Normal,Bright,Normal,Healthy
3.8,Catfish,28.8,Reduced,Faded,Erratic,Diseased
0.7,Trout,31.5,Reduced,Faded,Erratic,Diseased
2.9,Tilapia,31.8,Reduced,Faded,Erratic,Diseased
2.2,Tilapia,22.0,Normal,Bright,Normal,Healthy
3.9,Tilapia,29.7,Reduced,Faded,Erratic,Diseased
4.2,Goldfish,28.1,Reduced,Faded,Erratic,Diseased
0.9,Goldfish,30.9,Reduced,Faded,Erratic,Diseased
3.2,Salmon,29.5,Reduced,Faded,Erratic,Diseased
1.6,Goldfish,20.2,Normal,Bright,Normal,Healthy
4.2,Tilapia,30.9,Reduced,Faded,Erratic,Diseased
3.5,Trout,31.4,Reduced,Faded,Erratic,Diseased
5.0,Goldfish,22.4,Normal,Bright,Normal,Healthy
2.5,Salmon,30.4,Reduced,Faded,Erratic,Diseased
1.5,Tilapia,29.6,Reduced,Faded,Erratic,Diseased
0.7,Catfish,25.5,Normal,Bright,Normal,Healthy
2.9,Goldfish,21.9,Normal,Bright,Normal,Healthy
5.0,Catfish,30.2,Reduced,Faded,Erratic,Diseased
1.1,Goldfish,30.7,Reduced,Faded,Erratic,Diseased
2.1,Trout,28.3,Reduced,Faded,Erratic,Diseased
4.3,Tilapia,25.3,Normal,Bright,Normal,Healthy
1.1,Salmon,22.4,Normal,Bright,Normal,Healthy
4.8,Catfish,25.8,Normal,Bright,Normal,Healthy
1.0,Tilapia,22.4,Normal,Bright,Normal,Healthy
2.2,Catfish,22.8,Normal,Bright,Normal,Healthy
4.1,Catfish,24.5,Normal,Bright,Normal,Healthy
1.9,Goldfish,30.5,Reduced,Faded,Erratic,Diseased
4.5,Trout,25.0,Normal,Bright,Normal,Healthy
4.1,Catfish,21.2,Normal,Bright,Normal,Healthy
1.4,Catfish,29.0,Reduced,Faded,Erratic,Diseased
3.1,Goldfish,23.9,Normal,Bright,Normal,Healthy
3.3,Goldfish,25.7,Normal,Bright,Normal,Healthy
2.5,Tilapia,22.8,Normal,Bright,Normal,Healthy
2.0,Tilapia,31.9,Reduced,Faded,Erratic,Diseased
4.1,Goldfish,25.0,Normal,Bright,Normal,Healthy
1.2,Salmon,29.9,Reduced,Faded,Erratic,Diseased
2.4,Tilapia,22.4,Normal,Bright,Normal,Healthy
1.2,Tilapia,28.9,Reduced,Faded,Erratic,Diseased
1.8,Tilapia,28.4,Reduced,Faded,Erratic,Diseased
1.0,Tilapia,23.8,Normal,Bright,Normal,Healthy
0.9,Tilapia,22.9,Normal,Bright,Normal,Healthy
3.4,Goldfish,21.9,Normal,Bright,Normal,Healthy
0.8,Tilapia,24.7,Normal,Bright,Normal,Healthy
2.1,Goldfish,23.3,Normal,Bright,Normal,Healthy
3.7,Salmon,25.1,Normal,Bright,Normal,Healthy
1.8,Trout,22.6,Normal,Bright,Normal,Healthy
4.5,Goldfish,23.1,Normal,Bright,Normal,Healthy
2.7,Tilapia,28.1,Reduced,Faded,Erratic,Diseased
3.3,Trout,24.2,Normal,Bright,Normal,Healthy
0.8,Catfish,29.8,Reduced,Faded,Erratic,Diseased
1.4,Catfish,25.7,Normal,Bright,Normal,Healthy
2.3,Tilapia,20.3,Normal,Bright,Normal,Healthy
4.1,Catfish,21.7,Normal,Bright,Normal,Healthy
4.1,Goldfish,30.6,Reduced,Faded,Erratic,Diseased
3.7,Salmon,25.8,Normal,Bright,Normal,Healthy
1.9,Salmon,23.9,Normal,Bright,Normal,Healthy
